id, state, cur_score, action, reward, next_state, next_score
5,"[[0, 4, 2, 0], [0, 32, 512, 4], [2, 2, 256, 16], [4, 16, 128, 2]]",73928,left,4,"[[4, 2, 0, 0], [32, 512, 4, 4], [4, 256, 16, 0], [4, 16, 128, 2]]",73932
5,"[[4, 2, 0, 0], [32, 512, 4, 4], [4, 256, 16, 0], [4, 16, 128, 2]]",73932,left,8,"[[4, 2, 4, 0], [32, 512, 8, 0], [4, 256, 16, 0], [4, 16, 128, 2]]",73940
5,"[[4, 2, 4, 0], [32, 512, 8, 0], [4, 256, 16, 0], [4, 16, 128, 2]]",73940,down,8,"[[0, 2, 4, 0], [4, 512, 8, 0], [32, 256, 16, 4], [8, 16, 128, 2]]",73948
5,"[[0, 2, 4, 0], [4, 512, 8, 0], [32, 256, 16, 4], [8, 16, 128, 2]]",73948,up,0,"[[4, 2, 4, 4], [32, 512, 8, 2], [8, 256, 16, 0], [2, 16, 128, 0]]",73948
5,"[[4, 2, 4, 4], [32, 512, 8, 2], [8, 256, 16, 0], [2, 16, 128, 0]]",73948,left,8,"[[4, 2, 8, 2], [32, 512, 8, 2], [8, 256, 16, 0], [2, 16, 128, 0]]",73956
5,"[[4, 2, 8, 2], [32, 512, 8, 2], [8, 256, 16, 0], [2, 16, 128, 0]]",73956,down,20,"[[4, 2, 0, 0], [32, 512, 16, 2], [8, 256, 16, 0], [2, 16, 128, 4]]",73976
5,"[[4, 2, 0, 0], [32, 512, 16, 2], [8, 256, 16, 0], [2, 16, 128, 4]]",73976,down,32,"[[4, 2, 4, 0], [32, 512, 0, 0], [8, 256, 32, 2], [2, 16, 128, 4]]",74008
5,"[[4, 2, 4, 0], [32, 512, 0, 0], [8, 256, 32, 2], [2, 16, 128, 4]]",74008,right,0,"[[4, 4, 2, 4], [0, 0, 32, 512], [8, 256, 32, 2], [2, 16, 128, 4]]",74008
5,"[[4, 4, 2, 4], [0, 0, 32, 512], [8, 256, 32, 2], [2, 16, 128, 4]]",74008,down,64,"[[0, 4, 0, 4], [4, 4, 2, 512], [8, 256, 64, 2], [2, 16, 128, 4]]",74072
5,"[[0, 4, 0, 4], [4, 4, 2, 512], [8, 256, 64, 2], [2, 16, 128, 4]]",74072,left,16,"[[8, 0, 4, 0], [8, 2, 512, 0], [8, 256, 64, 2], [2, 16, 128, 4]]",74088
5,"[[8, 0, 4, 0], [8, 2, 512, 0], [8, 256, 64, 2], [2, 16, 128, 4]]",74088,down,16,"[[0, 4, 4, 0], [8, 2, 512, 0], [16, 256, 64, 2], [2, 16, 128, 4]]",74104
5,"[[0, 4, 4, 0], [8, 2, 512, 0], [16, 256, 64, 2], [2, 16, 128, 4]]",74104,left,8,"[[8, 0, 0, 2], [8, 2, 512, 0], [16, 256, 64, 2], [2, 16, 128, 4]]",74112
5,"[[8, 0, 0, 2], [8, 2, 512, 0], [16, 256, 64, 2], [2, 16, 128, 4]]",74112,up,20,"[[16, 2, 512, 4], [16, 256, 64, 4], [2, 16, 128, 0], [0, 2, 0, 0]]",74132
5,"[[16, 2, 512, 4], [16, 256, 64, 4], [2, 16, 128, 0], [0, 2, 0, 0]]",74132,down,40,"[[0, 2, 0, 0], [0, 256, 512, 0], [32, 16, 64, 2], [2, 2, 128, 8]]",74172
5,"[[0, 2, 0, 0], [0, 256, 512, 0], [32, 16, 64, 2], [2, 2, 128, 8]]",74172,left,4,"[[2, 0, 0, 0], [256, 512, 0, 2], [32, 16, 64, 2], [4, 128, 8, 0]]",74176
5,"[[2, 0, 0, 0], [256, 512, 0, 2], [32, 16, 64, 2], [4, 128, 8, 0]]",74176,down,4,"[[2, 0, 0, 4], [256, 512, 0, 0], [32, 16, 64, 0], [4, 128, 8, 4]]",74180
5,"[[2, 0, 0, 4], [256, 512, 0, 0], [32, 16, 64, 0], [4, 128, 8, 4]]",74180,down,8,"[[2, 0, 0, 0], [256, 512, 0, 4], [32, 16, 64, 0], [4, 128, 8, 8]]",74188
5,"[[2, 0, 0, 0], [256, 512, 0, 4], [32, 16, 64, 0], [4, 128, 8, 8]]",74188,up,0,"[[2, 512, 64, 4], [256, 16, 8, 8], [32, 128, 2, 0], [4, 0, 0, 0]]",74188
5,"[[2, 512, 64, 4], [256, 16, 8, 8], [32, 128, 2, 0], [4, 0, 0, 0]]",74188,right,16,"[[2, 512, 64, 4], [0, 256, 16, 16], [2, 32, 128, 2], [0, 0, 0, 4]]",74204
5,"[[2, 512, 64, 4], [0, 256, 16, 16], [2, 32, 128, 2], [0, 0, 0, 4]]",74204,left,32,"[[2, 512, 64, 4], [256, 32, 0, 2], [2, 32, 128, 2], [4, 0, 0, 0]]",74236
5,"[[2, 512, 64, 4], [256, 32, 0, 2], [2, 32, 128, 2], [4, 0, 0, 0]]",74236,up,68,"[[2, 512, 64, 4], [256, 64, 128, 4], [2, 0, 0, 0], [4, 0, 2, 0]]",74304
5,"[[2, 512, 64, 4], [256, 64, 128, 4], [2, 0, 0, 0], [4, 0, 2, 0]]",74304,left,0,"[[2, 512, 64, 4], [256, 64, 128, 4], [2, 0, 0, 0], [4, 2, 0, 2]]",74304
5,"[[2, 512, 64, 4], [256, 64, 128, 4], [2, 0, 0, 0], [4, 2, 0, 2]]",74304,down,8,"[[2, 0, 0, 0], [256, 512, 2, 0], [2, 64, 64, 8], [4, 2, 128, 2]]",74312
5,"[[2, 0, 0, 0], [256, 512, 2, 0], [2, 64, 64, 8], [4, 2, 128, 2]]",74312,right,128,"[[0, 0, 4, 2], [0, 256, 512, 2], [0, 2, 128, 8], [4, 2, 128, 2]]",74440
5,"[[0, 0, 4, 2], [0, 256, 512, 2], [0, 2, 128, 8], [4, 2, 128, 2]]",74440,down,264,"[[0, 0, 0, 0], [2, 0, 4, 4], [0, 256, 512, 8], [4, 4, 256, 2]]",74704
5,"[[0, 0, 0, 0], [2, 0, 4, 4], [0, 256, 512, 8], [4, 4, 256, 2]]",74704,down,0,"[[0, 0, 0, 0], [0, 2, 4, 4], [2, 256, 512, 8], [4, 4, 256, 2]]",74704
5,"[[0, 0, 0, 0], [0, 2, 4, 4], [2, 256, 512, 8], [4, 4, 256, 2]]",74704,left,16,"[[0, 0, 0, 0], [2, 8, 2, 0], [2, 256, 512, 8], [8, 256, 2, 0]]",74720
5,"[[0, 0, 0, 0], [2, 8, 2, 0], [2, 256, 512, 8], [8, 256, 2, 0]]",74720,down,516,"[[0, 0, 0, 0], [2, 0, 2, 0], [4, 8, 512, 0], [8, 512, 2, 8]]",75236
5,"[[0, 0, 0, 0], [2, 0, 2, 0], [4, 8, 512, 0], [8, 512, 2, 8]]",75236,up,0,"[[2, 8, 2, 8], [4, 512, 512, 0], [8, 4, 2, 0], [0, 0, 0, 0]]",75236
5,"[[2, 8, 2, 8], [4, 512, 512, 0], [8, 4, 2, 0], [0, 0, 0, 0]]",75236,right,1024,"[[2, 8, 2, 8], [0, 0, 4, 1024], [0, 8, 4, 2], [0, 0, 4, 0]]",76260
5,"[[2, 8, 2, 8], [0, 0, 4, 1024], [0, 8, 4, 2], [0, 0, 4, 0]]",76260,up,24,"[[2, 16, 2, 8], [2, 0, 8, 1024], [0, 0, 4, 2], [0, 0, 0, 0]]",76284
5,"[[2, 16, 2, 8], [2, 0, 8, 1024], [0, 0, 4, 2], [0, 0, 0, 0]]",76284,up,4,"[[4, 16, 2, 8], [2, 0, 8, 1024], [0, 0, 4, 2], [0, 0, 0, 0]]",76288
5,"[[4, 16, 2, 8], [2, 0, 8, 1024], [0, 0, 4, 2], [0, 0, 0, 0]]",76288,down,0,"[[0, 0, 0, 0], [2, 0, 2, 8], [4, 0, 8, 1024], [2, 16, 4, 2]]",76288
5,"[[0, 0, 0, 0], [2, 0, 2, 8], [4, 0, 8, 1024], [2, 16, 4, 2]]",76288,left,4,"[[0, 0, 0, 0], [4, 8, 0, 0], [4, 8, 1024, 4], [2, 16, 4, 2]]",76292
5,"[[0, 0, 0, 0], [4, 8, 0, 0], [4, 8, 1024, 4], [2, 16, 4, 2]]",76292,up,24,"[[8, 16, 1024, 4], [2, 16, 4, 2], [0, 0, 0, 0], [4, 0, 0, 0]]",76316
5,"[[8, 16, 1024, 4], [2, 16, 4, 2], [0, 0, 0, 0], [4, 0, 0, 0]]",76316,up,32,"[[8, 32, 1024, 4], [2, 0, 4, 2], [4, 0, 0, 0], [0, 4, 0, 0]]",76348
5,"[[8, 32, 1024, 4], [2, 0, 4, 2], [4, 0, 0, 0], [0, 4, 0, 0]]",76348,right,0,"[[8, 32, 1024, 4], [0, 2, 4, 2], [2, 0, 0, 4], [0, 0, 0, 4]]",76348
5,"[[8, 32, 1024, 4], [0, 2, 4, 2], [2, 0, 0, 4], [0, 0, 0, 4]]",76348,down,8,"[[4, 0, 0, 0], [0, 0, 0, 4], [8, 32, 1024, 2], [2, 2, 4, 8]]",76356
5,"[[4, 0, 0, 0], [0, 0, 0, 4], [8, 32, 1024, 2], [2, 2, 4, 8]]",76356,left,4,"[[4, 0, 0, 0], [4, 0, 0, 2], [8, 32, 1024, 2], [4, 4, 8, 0]]",76360
5,"[[4, 0, 0, 0], [4, 0, 0, 2], [8, 32, 1024, 2], [4, 4, 8, 0]]",76360,down,12,"[[0, 0, 0, 2], [8, 0, 0, 0], [8, 32, 1024, 0], [4, 4, 8, 4]]",76372
5,"[[0, 0, 0, 2], [8, 0, 0, 0], [8, 32, 1024, 0], [4, 4, 8, 4]]",76372,up,16,"[[16, 32, 1024, 2], [4, 4, 8, 4], [0, 0, 0, 2], [0, 0, 0, 0]]",76388
5,"[[16, 32, 1024, 2], [4, 4, 8, 4], [0, 0, 0, 2], [0, 0, 0, 0]]",76388,left,8,"[[16, 32, 1024, 2], [8, 8, 4, 4], [2, 0, 0, 0], [0, 0, 0, 0]]",76396
5,"[[16, 32, 1024, 2], [8, 8, 4, 4], [2, 0, 0, 0], [0, 0, 0, 0]]",76396,left,24,"[[16, 32, 1024, 2], [16, 8, 0, 0], [2, 0, 0, 0], [0, 0, 0, 4]]",76420
5,"[[16, 32, 1024, 2], [16, 8, 0, 0], [2, 0, 0, 0], [0, 0, 0, 4]]",76420,up,32,"[[32, 32, 1024, 2], [2, 8, 0, 4], [0, 0, 0, 0], [2, 0, 0, 0]]",76452
5,"[[32, 32, 1024, 2], [2, 8, 0, 4], [0, 0, 0, 0], [2, 0, 0, 0]]",76452,left,64,"[[64, 1024, 2, 0], [2, 8, 4, 0], [0, 0, 0, 0], [2, 2, 0, 0]]",76516
5,"[[64, 1024, 2, 0], [2, 8, 4, 0], [0, 0, 0, 0], [2, 2, 0, 0]]",76516,right,4,"[[0, 64, 1024, 2], [0, 2, 8, 4], [0, 0, 0, 0], [0, 0, 4, 4]]",76520
5,"[[0, 64, 1024, 2], [0, 2, 8, 4], [0, 0, 0, 0], [0, 0, 4, 4]]",76520,up,8,"[[0, 64, 1024, 2], [0, 2, 8, 8], [0, 0, 4, 0], [0, 0, 2, 0]]",76528
5,"[[0, 64, 1024, 2], [0, 2, 8, 8], [0, 0, 4, 0], [0, 0, 2, 0]]",76528,left,16,"[[64, 1024, 2, 0], [2, 16, 0, 2], [4, 0, 0, 0], [2, 0, 0, 0]]",76544
5,"[[64, 1024, 2, 0], [2, 16, 0, 2], [4, 0, 0, 0], [2, 0, 0, 0]]",76544,right,0,"[[0, 64, 1024, 2], [0, 2, 16, 2], [0, 0, 0, 4], [2, 0, 0, 2]]",76544
5,"[[0, 64, 1024, 2], [0, 2, 16, 2], [0, 0, 0, 4], [2, 0, 0, 2]]",76544,left,4,"[[64, 1024, 2, 0], [2, 16, 2, 0], [4, 0, 0, 0], [4, 4, 0, 0]]",76548
5,"[[64, 1024, 2, 0], [2, 16, 2, 0], [4, 0, 0, 0], [4, 4, 0, 0]]",76548,down,12,"[[0, 0, 0, 0], [64, 1024, 2, 0], [2, 16, 0, 0], [8, 4, 4, 0]]",76560
5,"[[0, 0, 0, 0], [64, 1024, 2, 0], [2, 16, 0, 0], [8, 4, 4, 0]]",76560,right,8,"[[0, 0, 2, 0], [0, 64, 1024, 2], [0, 0, 2, 16], [0, 0, 8, 8]]",76568
5,"[[0, 0, 2, 0], [0, 64, 1024, 2], [0, 0, 2, 16], [0, 0, 8, 8]]",76568,right,16,"[[0, 0, 0, 2], [0, 64, 1024, 2], [0, 0, 2, 16], [0, 0, 4, 16]]",76584
5,"[[0, 0, 0, 2], [0, 64, 1024, 2], [0, 0, 2, 16], [0, 0, 4, 16]]",76584,up,36,"[[0, 64, 1024, 4], [0, 0, 2, 32], [0, 0, 4, 0], [0, 4, 0, 0]]",76620
5,"[[0, 64, 1024, 4], [0, 0, 2, 32], [0, 0, 4, 0], [0, 4, 0, 0]]",76620,right,0,"[[0, 64, 1024, 4], [0, 0, 2, 32], [0, 2, 0, 4], [0, 0, 0, 4]]",76620
5,"[[0, 64, 1024, 4], [0, 0, 2, 32], [0, 2, 0, 4], [0, 0, 0, 4]]",76620,down,8,"[[0, 0, 0, 0], [0, 0, 0, 4], [0, 64, 1024, 32], [2, 2, 2, 8]]",76628
5,"[[0, 0, 0, 0], [0, 0, 0, 4], [0, 64, 1024, 32], [2, 2, 2, 8]]",76628,right,4,"[[0, 0, 0, 0], [0, 0, 0, 4], [2, 64, 1024, 32], [0, 2, 4, 8]]",76632
5,"[[0, 0, 0, 0], [0, 0, 0, 4], [2, 64, 1024, 32], [0, 2, 4, 8]]",76632,left,0,"[[0, 0, 0, 0], [4, 2, 0, 0], [2, 64, 1024, 32], [2, 4, 8, 0]]",76632
5,"[[0, 0, 0, 0], [4, 2, 0, 0], [2, 64, 1024, 32], [2, 4, 8, 0]]",76632,down,4,"[[0, 0, 4, 0], [0, 2, 0, 0], [4, 64, 1024, 0], [4, 4, 8, 32]]",76636
5,"[[0, 0, 4, 0], [0, 2, 0, 0], [4, 64, 1024, 0], [4, 4, 8, 32]]",76636,right,8,"[[0, 0, 0, 4], [0, 0, 2, 2], [0, 4, 64, 1024], [0, 8, 8, 32]]",76644
5,"[[0, 0, 0, 4], [0, 0, 2, 2], [0, 4, 64, 1024], [0, 8, 8, 32]]",76644,right,20,"[[0, 2, 0, 4], [0, 0, 0, 4], [0, 4, 64, 1024], [0, 0, 16, 32]]",76664
5,"[[0, 2, 0, 4], [0, 0, 0, 4], [0, 4, 64, 1024], [0, 0, 16, 32]]",76664,down,8,"[[0, 0, 0, 0], [0, 0, 0, 8], [0, 2, 64, 1024], [2, 4, 16, 32]]",76672
5,"[[0, 0, 0, 0], [0, 0, 0, 8], [0, 2, 64, 1024], [2, 4, 16, 32]]",76672,left,0,"[[0, 0, 0, 0], [8, 0, 4, 0], [2, 64, 1024, 0], [2, 4, 16, 32]]",76672
5,"[[0, 0, 0, 0], [8, 0, 4, 0], [2, 64, 1024, 0], [2, 4, 16, 32]]",76672,down,4,"[[0, 0, 0, 0], [0, 0, 4, 0], [8, 64, 1024, 2], [4, 4, 16, 32]]",76676
5,"[[0, 0, 0, 0], [0, 0, 4, 0], [8, 64, 1024, 2], [4, 4, 16, 32]]",76676,left,8,"[[2, 0, 0, 0], [4, 0, 0, 0], [8, 64, 1024, 2], [8, 16, 32, 0]]",76684
5,"[[2, 0, 0, 0], [4, 0, 0, 0], [8, 64, 1024, 2], [8, 16, 32, 0]]",76684,down,16,"[[0, 0, 2, 0], [2, 0, 0, 0], [4, 64, 1024, 0], [16, 16, 32, 2]]",76700
5,"[[0, 0, 2, 0], [2, 0, 0, 0], [4, 64, 1024, 0], [16, 16, 32, 2]]",76700,right,32,"[[0, 0, 0, 2], [0, 0, 0, 2], [0, 4, 64, 1024], [4, 32, 32, 2]]",76732
5,"[[0, 0, 0, 2], [0, 0, 0, 2], [0, 4, 64, 1024], [4, 32, 32, 2]]",76732,right,64,"[[0, 0, 0, 2], [0, 4, 0, 2], [0, 4, 64, 1024], [0, 4, 64, 2]]",76796
5,"[[0, 0, 0, 2], [0, 4, 0, 2], [0, 4, 64, 1024], [0, 4, 64, 2]]",76796,down,140,"[[0, 0, 0, 2], [0, 0, 0, 4], [0, 4, 0, 1024], [0, 8, 128, 2]]",76936
5,"[[0, 0, 0, 2], [0, 0, 0, 4], [0, 4, 0, 1024], [0, 8, 128, 2]]",76936,left,0,"[[2, 0, 0, 0], [4, 0, 2, 0], [4, 1024, 0, 0], [8, 128, 2, 0]]",76936
5,"[[2, 0, 0, 0], [4, 0, 2, 0], [4, 1024, 0, 0], [8, 128, 2, 0]]",76936,up,12,"[[2, 1024, 4, 0], [8, 128, 0, 4], [8, 0, 0, 0], [0, 0, 0, 0]]",76948
5,"[[2, 1024, 4, 0], [8, 128, 0, 4], [8, 0, 0, 0], [0, 0, 0, 0]]",76948,down,16,"[[0, 0, 0, 4], [0, 0, 0, 0], [2, 1024, 0, 0], [16, 128, 4, 4]]",76964
5,"[[0, 0, 0, 4], [0, 0, 0, 0], [2, 1024, 0, 0], [16, 128, 4, 4]]",76964,down,8,"[[0, 0, 0, 0], [0, 0, 0, 0], [2, 1024, 0, 4], [16, 128, 4, 8]]",76972
5,"[[0, 0, 0, 0], [0, 0, 0, 0], [2, 1024, 0, 4], [16, 128, 4, 8]]",76972,up,0,"[[2, 1024, 4, 4], [16, 128, 0, 8], [0, 0, 0, 0], [0, 0, 0, 4]]",76972
5,"[[2, 1024, 4, 4], [16, 128, 0, 8], [0, 0, 0, 0], [0, 0, 0, 4]]",76972,left,8,"[[2, 1024, 8, 0], [16, 128, 8, 0], [0, 0, 0, 0], [4, 2, 0, 0]]",76980
5,"[[2, 1024, 8, 0], [16, 128, 8, 0], [0, 0, 0, 0], [4, 2, 0, 0]]",76980,up,16,"[[2, 1024, 16, 0], [16, 128, 0, 0], [4, 2, 0, 0], [0, 0, 2, 0]]",76996
5,"[[2, 1024, 16, 0], [16, 128, 0, 0], [4, 2, 0, 0], [0, 0, 2, 0]]",76996,right,0,"[[4, 2, 1024, 16], [0, 0, 16, 128], [0, 0, 4, 2], [0, 0, 0, 2]]",76996
5,"[[4, 2, 1024, 16], [0, 0, 16, 128], [0, 0, 4, 2], [0, 0, 0, 2]]",76996,down,4,"[[2, 0, 0, 0], [0, 0, 1024, 16], [0, 0, 16, 128], [4, 2, 4, 4]]",77000
5,"[[2, 0, 0, 0], [0, 0, 1024, 16], [0, 0, 16, 128], [4, 2, 4, 4]]",77000,right,8,"[[0, 0, 0, 2], [0, 0, 1024, 16], [2, 0, 16, 128], [0, 4, 2, 8]]",77008
5,"[[0, 0, 0, 2], [0, 0, 1024, 16], [2, 0, 16, 128], [0, 4, 2, 8]]",77008,up,0,"[[2, 4, 1024, 2], [0, 0, 16, 16], [0, 0, 2, 128], [0, 4, 0, 8]]",77008
5,"[[2, 4, 1024, 2], [0, 0, 16, 16], [0, 0, 2, 128], [0, 4, 0, 8]]",77008,right,32,"[[2, 4, 1024, 2], [0, 0, 0, 32], [0, 0, 2, 128], [0, 2, 4, 8]]",77040
5,"[[2, 4, 1024, 2], [0, 0, 0, 32], [0, 0, 2, 128], [0, 2, 4, 8]]",77040,up,0,"[[2, 4, 1024, 2], [0, 2, 2, 32], [0, 2, 4, 128], [0, 0, 0, 8]]",77040
5,"[[2, 4, 1024, 2], [0, 2, 2, 32], [0, 2, 4, 128], [0, 0, 0, 8]]",77040,down,4,"[[0, 0, 0, 2], [4, 0, 1024, 32], [0, 4, 2, 128], [2, 4, 4, 8]]",77044
5,"[[0, 0, 0, 2], [4, 0, 1024, 32], [0, 4, 2, 128], [2, 4, 4, 8]]",77044,left,8,"[[2, 0, 0, 0], [4, 1024, 32, 0], [4, 2, 128, 0], [2, 8, 8, 2]]",77052
5,"[[2, 0, 0, 0], [4, 1024, 32, 0], [4, 2, 128, 0], [2, 8, 8, 2]]",77052,right,16,"[[0, 0, 0, 2], [0, 4, 1024, 32], [2, 4, 2, 128], [0, 2, 16, 2]]",77068
5,"[[0, 0, 0, 2], [0, 4, 1024, 32], [2, 4, 2, 128], [0, 2, 16, 2]]",77068,up,8,"[[2, 8, 1024, 2], [0, 2, 2, 32], [0, 4, 16, 128], [0, 0, 0, 2]]",77076
5,"[[2, 8, 1024, 2], [0, 2, 2, 32], [0, 4, 16, 128], [0, 0, 0, 2]]",77076,right,4,"[[2, 8, 1024, 2], [0, 0, 4, 32], [0, 4, 16, 128], [0, 0, 2, 2]]",77080
5,"[[2, 8, 1024, 2], [0, 0, 4, 32], [0, 4, 16, 128], [0, 0, 2, 2]]",77080,up,0,"[[2, 8, 1024, 2], [0, 4, 4, 32], [0, 0, 16, 128], [4, 0, 2, 2]]",77080
5,"[[2, 8, 1024, 2], [0, 4, 4, 32], [0, 0, 16, 128], [4, 0, 2, 2]]",77080,left,12,"[[2, 8, 1024, 2], [8, 32, 0, 0], [16, 128, 2, 0], [4, 4, 0, 0]]",77092
5,"[[2, 8, 1024, 2], [8, 32, 0, 0], [16, 128, 2, 0], [4, 4, 0, 0]]",77092,left,8,"[[2, 8, 1024, 2], [8, 32, 0, 0], [16, 128, 2, 2], [8, 0, 0, 0]]",77100
5,"[[2, 8, 1024, 2], [8, 32, 0, 0], [16, 128, 2, 2], [8, 0, 0, 0]]",77100,down,4,"[[2, 0, 0, 2], [8, 8, 0, 0], [16, 32, 1024, 0], [8, 128, 2, 4]]",77104
5,"[[2, 0, 0, 2], [8, 8, 0, 0], [16, 32, 1024, 0], [8, 128, 2, 4]]",77104,left,20,"[[4, 0, 0, 0], [16, 0, 0, 4], [16, 32, 1024, 0], [8, 128, 2, 4]]",77124
5,"[[4, 0, 0, 0], [16, 0, 0, 4], [16, 32, 1024, 0], [8, 128, 2, 4]]",77124,down,40,"[[0, 0, 0, 0], [4, 0, 0, 2], [32, 32, 1024, 0], [8, 128, 2, 8]]",77164
5,"[[0, 0, 0, 0], [4, 0, 0, 2], [32, 32, 1024, 0], [8, 128, 2, 8]]",77164,left,64,"[[0, 0, 2, 0], [4, 2, 0, 0], [64, 1024, 0, 0], [8, 128, 2, 8]]",77228
5,"[[0, 0, 2, 0], [4, 2, 0, 0], [64, 1024, 0, 0], [8, 128, 2, 8]]",77228,down,4,"[[0, 0, 0, 0], [4, 2, 4, 0], [64, 1024, 0, 0], [8, 128, 4, 8]]",77232
5,"[[0, 0, 0, 0], [4, 2, 4, 0], [64, 1024, 0, 0], [8, 128, 4, 8]]",77232,down,8,"[[0, 0, 0, 0], [4, 2, 0, 0], [64, 1024, 0, 4], [8, 128, 8, 8]]",77240
5,"[[0, 0, 0, 0], [4, 2, 0, 0], [64, 1024, 0, 4], [8, 128, 8, 8]]",77240,left,16,"[[0, 0, 0, 2], [4, 2, 0, 0], [64, 1024, 4, 0], [8, 128, 16, 0]]",77256
5,"[[0, 0, 0, 2], [4, 2, 0, 0], [64, 1024, 4, 0], [8, 128, 16, 0]]",77256,right,0,"[[0, 0, 0, 2], [0, 0, 4, 2], [0, 64, 1024, 4], [2, 8, 128, 16]]",77256
5,"[[0, 0, 0, 2], [0, 0, 4, 2], [0, 64, 1024, 4], [2, 8, 128, 16]]",77256,down,4,"[[0, 0, 4, 0], [0, 0, 4, 4], [0, 64, 1024, 4], [2, 8, 128, 16]]",77260
5,"[[0, 0, 4, 0], [0, 0, 4, 4], [0, 64, 1024, 4], [2, 8, 128, 16]]",77260,up,16,"[[2, 64, 8, 8], [0, 8, 1024, 16], [0, 0, 128, 0], [0, 0, 0, 2]]",77276
5,"[[2, 64, 8, 8], [0, 8, 1024, 16], [0, 0, 128, 0], [0, 0, 0, 2]]",77276,left,16,"[[2, 64, 16, 0], [8, 1024, 16, 0], [128, 0, 0, 0], [2, 2, 0, 0]]",77292
5,"[[2, 64, 16, 0], [8, 1024, 16, 0], [128, 0, 0, 0], [2, 2, 0, 0]]",77292,down,32,"[[2, 0, 0, 0], [8, 64, 0, 4], [128, 1024, 0, 0], [2, 2, 32, 0]]",77324
5,"[[2, 0, 0, 0], [8, 64, 0, 4], [128, 1024, 0, 0], [2, 2, 32, 0]]",77324,right,4,"[[0, 0, 0, 2], [2, 8, 64, 4], [0, 0, 128, 1024], [0, 0, 4, 32]]",77328
5,"[[0, 0, 0, 2], [2, 8, 64, 4], [0, 0, 128, 1024], [0, 0, 4, 32]]",77328,left,0,"[[2, 0, 4, 0], [2, 8, 64, 4], [128, 1024, 0, 0], [4, 32, 0, 0]]",77328
5,"[[2, 0, 4, 0], [2, 8, 64, 4], [128, 1024, 0, 0], [4, 32, 0, 0]]",77328,up,4,"[[4, 8, 4, 4], [128, 1024, 64, 0], [4, 32, 0, 0], [0, 2, 0, 0]]",77332
5,"[[4, 8, 4, 4], [128, 1024, 64, 0], [4, 32, 0, 0], [0, 2, 0, 0]]",77332,right,8,"[[0, 4, 8, 8], [2, 128, 1024, 64], [0, 0, 4, 32], [0, 0, 0, 2]]",77340
5,"[[0, 4, 8, 8], [2, 128, 1024, 64], [0, 0, 4, 32], [0, 0, 0, 2]]",77340,right,16,"[[0, 0, 4, 16], [2, 128, 1024, 64], [2, 0, 4, 32], [0, 0, 0, 2]]",77356
5,"[[0, 0, 4, 16], [2, 128, 1024, 64], [2, 0, 4, 32], [0, 0, 0, 2]]",77356,down,4,"[[0, 2, 0, 16], [0, 0, 4, 64], [0, 0, 1024, 32], [4, 128, 4, 2]]",77360
5,"[[0, 2, 0, 16], [0, 0, 4, 64], [0, 0, 1024, 32], [4, 128, 4, 2]]",77360,down,0,"[[0, 0, 0, 16], [0, 0, 4, 64], [4, 2, 1024, 32], [4, 128, 4, 2]]",77360
5,"[[0, 0, 0, 16], [0, 0, 4, 64], [4, 2, 1024, 32], [4, 128, 4, 2]]",77360,down,8,"[[2, 0, 0, 16], [0, 0, 4, 64], [0, 2, 1024, 32], [8, 128, 4, 2]]",77368
5,"[[2, 0, 0, 16], [0, 0, 4, 64], [0, 2, 1024, 32], [8, 128, 4, 2]]",77368,up,0,"[[2, 2, 4, 16], [8, 128, 1024, 64], [0, 0, 4, 32], [4, 0, 0, 2]]",77368
5,"[[2, 2, 4, 16], [8, 128, 1024, 64], [0, 0, 4, 32], [4, 0, 0, 2]]",77368,left,4,"[[4, 4, 16, 0], [8, 128, 1024, 64], [4, 32, 0, 0], [4, 2, 0, 4]]",77372
5,"[[4, 4, 16, 0], [8, 128, 1024, 64], [4, 32, 0, 0], [4, 2, 0, 4]]",77372,left,8,"[[8, 16, 0, 0], [8, 128, 1024, 64], [4, 32, 2, 0], [4, 2, 4, 0]]",77380
5,"[[8, 16, 0, 0], [8, 128, 1024, 64], [4, 32, 2, 0], [4, 2, 4, 0]]",77380,up,24,"[[16, 16, 1024, 64], [8, 128, 2, 0], [0, 32, 4, 4], [0, 2, 0, 0]]",77404
5,"[[16, 16, 1024, 64], [8, 128, 2, 0], [0, 32, 4, 4], [0, 2, 0, 0]]",77404,left,40,"[[32, 1024, 64, 0], [8, 128, 2, 0], [32, 8, 4, 0], [2, 0, 0, 0]]",77444
5,"[[32, 1024, 64, 0], [8, 128, 2, 0], [32, 8, 4, 0], [2, 0, 0, 0]]",77444,up,0,"[[32, 1024, 64, 2], [8, 128, 2, 0], [32, 8, 4, 0], [2, 0, 0, 0]]",77444
5,"[[32, 1024, 64, 2], [8, 128, 2, 0], [32, 8, 4, 0], [2, 0, 0, 0]]",77444,right,0,"[[32, 1024, 64, 2], [0, 8, 128, 2], [0, 32, 8, 4], [0, 2, 0, 2]]",77444
5,"[[32, 1024, 64, 2], [0, 8, 128, 2], [0, 32, 8, 4], [0, 2, 0, 2]]",77444,down,4,"[[0, 1024, 4, 0], [0, 8, 64, 4], [0, 32, 128, 4], [32, 2, 8, 2]]",77448
